,Baseline,Latency_a,Latency_b,T2MaxVel,T2MaxCon,T2Rec75pc,PeakCon,ConAmplitude,VelConMax,VelConAve,AccConMax,ConTime,VelRedAve,VelRedMax,AccRedMax,assets,Unnamed: 0,mean_lum_mask,std_lum_mask,mean_lum,std_lum
0,0.00936257477500199,0.2916666666666667,0.26666666666666666,0.375,0.9833333333333333,0.0,-0.9483744362984078,0.9577370110734098,3.027063329993296,1.3009884081180023,22.637517878028774,0.6916666666666667,0.14652470438947976,1.4144157289433545,194.38924262145463,Asset0042,36,0.33577088,0.083976455,0.1265837,0.1265837
1,0.013288877579962756,0.2916666666666667,0.26666666666666666,3.0416666666666665,0.8583333333333333,0.0,-0.7732998448237306,0.7865887224036934,2.780759131885233,1.3041443946404219,21.7572196970281,0.5666666666666667,0.18519793741329732,4.286115537084807,509.0400454335569,Asset0010,9,0.28380176,0.1032673,0.108348355,0.108348355
2,0.0030582123251395575,0.2916666666666667,0.275,3.0416666666666665,0.8666666666666667,0.0,-0.7659429215271418,0.7690011338522814,2.7009891114804763,1.2552113066052726,20.74701739894642,0.575,0.20148805805641762,4.178691577589249,514.989549195809,Asset0039,33,0.35697794,0.08338972,0.1289867,0.1289867
3,-0.003289236138214208,0.2583333333333333,0.275,0.375,0.9583333333333334,0.0,-0.9262279350101316,0.9229386988719174,2.8223283534551413,1.26045356051794,19.85119707466674,0.7000000000000001,0.18363127398721515,4.081116922562962,483.4546092996229,Asset0007,6,0.40376496,0.108018324,0.15278728,0.15278728
4,0.0014396618594115084,0.26666666666666666,0.2583333333333333,0.3833333333333333,0.95,0.0,-1.1455002859956782,1.1469399478550897,3.3216630205260356,1.6189636150763507,24.655252410326558,0.6833333333333333,0.19944064257338667,5.793751531423781,717.5903182873773,Asset0046,40,0.36939648,0.09290841,0.17275153,0.17275153
5,0.007636885692474671,0.3,0.2916666666666667,0.39166666666666666,0.8666666666666667,0.0,-0.7265432435582384,0.7341801292507131,2.547811874677426,1.2110794007553876,18.848548016015343,0.5666666666666667,0.12685182559365693,4.635384933896067,549.5060643568371,Control05,49,0.3308058,0.16136974,0.056558643,0.056558643
6,0.00892608295370119,0.3,0.275,3.0416666666666665,1.1,0.0,-0.9694337242476012,0.9783598072013024,2.9301720612122484,1.1618767835280763,21.186987613800365,0.8,0.1864812199477722,8.15542457703821,979.47748492845,Asset0004,3,0.30957243,0.08649237,0.13629618,0.13629618
7,-0.005490368954057474,0.25,0.2583333333333333,3.0416666666666665,0.875,0.0,-1.0101917150121993,1.0047013460581418,2.963901642890263,1.5414419981955438,22.14575088495181,0.625,0.2900184141247045,3.3954431411081742,417.8601296881103,Asset0014,12,0.33692795,0.103744045,0.14835167,0.14835167
8,-0.0005569251342566268,0.25,0.275,0.375,1.1916666666666667,0.0,-1.2509740366207778,1.2504171114865212,3.2785353983348053,1.2856363682690104,23.36323585366098,0.9416666666666667,0.18679569190352294,1.4636930633726974,180.21180871387782,Surprise04,53,0.4970903,0.35326523,0.1961059,0.1961059
9,0.004071595079837458,0.2833333333333333,0.26666666666666666,0.3833333333333333,0.8666666666666667,0.0,-0.7685473264088531,0.7726189214886906,2.5321941519795876,1.2457613301479578,17.9936107964046,0.5833333333333334,0.14867953512517773,1.712854497663785,210.52768319067675,Asset0016,14,0.2641216,0.10828366,0.115409024,0.115409024
10,0.0009219503892679909,0.2583333333333333,0.2583333333333333,3.0416666666666665,0.975,0.0,-1.0237182320163558,1.0246401824056237,3.0584300253809005,1.374237289611913,23.309554918560593,0.7166666666666667,0.23219828014683191,5.053723685676714,636.0966670939074,Asset0006,5,0.34530446,0.0814986,0.1423135,0.1423135
