,Baseline,Latency_a,Latency_b,T2MaxVel,T2MaxCon,T2Rec75pc,PeakCon,ConAmplitude,VelConMax,VelConAve,AccConMax,ConTime,VelRedAve,VelRedMax,AccRedMax,type
ES0001_S018_PC_EM,-0.006658488242934357,0.2601626016260163,0.3170731707317074,0.4308943089430895,1.747967479674797,0.0,-1.0789338812320053,1.072275392989071,2.075862939862676,0.6999647284545126,12.711857469737211,1.4878048780487807,0.25133760771598207,0.5336004515995312,4.462684408957401,surprise
ES0001_S019_PC_EM,0.01333818739221134,0.39837398373983746,0.3821138211382114,0.4634146341463415,0.6991869918699187,0.6260162601626017,-0.20521510288495792,0.21855329027716927,0.809937745446439,0.5219488993736348,4.992558147760616,0.30081300813008127,0.1910963525238275,0.4856446875733235,3.486819873760937,surprise
ES0001_S020_PC_EM,0.003752712480051934,0.29268292682926833,0.28455284552845533,0.39837398373983746,1.0406504065040652,0.0,-0.9386911338453566,0.9424438463254086,2.4121185457188883,1.1980441959969341,16.945539889692252,0.7479674796747968,0.2371495976812155,0.6084066954081917,4.4761187237626885,surprise
ES0001_S022_PC_EM,0.00819759250523531,0.39837398373983746,0.33333333333333337,0.4390243902439025,0.8130081300813009,0.0,-0.28611666454622914,0.29431425705146447,1.0340423495246591,0.5801255456539767,6.746189244917815,0.41463414634146345,0.10574364008026953,0.29480402745718837,4.22931095502219,surprise
ES0001_S023_PC_EM,0.0027006296071480453,0.2682926829268293,0.1951219512195122,0.49593495934959353,1.1138211382113823,0.0,-0.488091623721435,0.49079225332858306,1.0882239757216232,0.52385787289425,6.88736458199558,0.845528455284553,0.15726966040429363,0.6371628855562044,4.085588990920724,surprise
ES0001_S024_PC_EM,0.005665745116674521,0.2682926829268293,0.2601626016260163,0.3577235772357724,0.7967479674796749,0.0,-1.1961520434574597,1.2018177885741343,4.272256095093017,2.1766921171551377,35.72921511036653,0.5284552845528456,0.467403591027837,1.311019547603368,21.433341344178324,surprise
ES0001_S025_PC_EM,-0.00161043328064762,0.0,0.39837398373983746,0.47154471544715454,0.5853658536585367,0.21138211382113822,-0.0467172044411871,0.04510677116053948,0.24944182242487675,0.0806378477305518,2.7983786920278035,0.5853658536585367,0.10657447812049331,0.2562103493812924,2.5199939955813364,surprise
ES0001_S026_PC_EM,-0.0020641044375017494,0.3739837398373984,0.3658536585365854,0.4634146341463415,0.7154471544715448,1.2195121951219514,-0.29973887686485867,0.2976747724273569,1.2491976741757442,0.7434525735991451,7.878292966518248,0.3414634146341464,0.1811389927176061,0.37243432263626436,4.558131342951153,surprise
ES0001_S027_PC_EM,-0.0023687711122211685,0.2520325203252033,0.2601626016260163,0.3577235772357724,0.861788617886179,0.0,-0.7889815302770385,0.7866127591648173,2.642691680282579,1.2159113475781447,19.360914739729083,0.6097560975609757,0.20183184693784723,0.48644705695599616,3.518188345774369,surprise
ES0001_S028_PC_EM,0.00289461373347862,0.2764227642276423,0.2520325203252033,0.3577235772357724,0.7804878048780488,0.0,-0.8902651704113235,0.8931597841448021,3.423321737863916,1.695738841444143,29.270584016490755,0.5040650406504066,0.2789548478779481,0.7821744780933466,5.141874063519904,surprise
ES0001_S029_PC_EM,-0.005244798701995419,0.23577235772357727,0.28455284552845533,0.3658536585365854,0.7073170731707318,0.0,-0.7887789515872732,0.7835341528852777,3.1283711272180255,1.5706965051404778,23.691463818372306,0.4715447154471545,0.24108133848762098,0.8990179362414376,8.127598339365084,surprise
ES0001_S030_PC_EM,0.002626864425747518,0.22764227642276424,0.24390243902439027,0.34959349593495936,0.894308943089431,0.0,-1.5624215861703337,1.565048450596081,4.808800841910817,2.2699002511058493,36.81265032337588,0.6666666666666667,0.43582027542000523,1.137064774769025,6.028540997183082,surprise
ES0001_S031_PC_EM,-0.012710427267045965,0.2601626016260163,0.3008130081300813,0.6260162601626017,1.1382113821138213,0.0,-0.9990495879735256,0.9863391607064796,1.844756375549668,1.0825025481371569,12.270322453780352,0.878048780487805,0.18379143112872262,0.42612743856738916,3.9108542046384804,surprise
